program,source_filename,source_page,persisted_document_page,detector_document_page,detector_status,detector_candidate_count,edge_candidate,edge_position,edge_candidate_status,anchor_type,observed_offset,segment_id,segment_offset,segment_confidence,proposed_document_page,resolution_class,human_review_required,visual_page_number,visual_position,source_image_present
GENED,gened_page_117.png,117,,113,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,4,GENED_044_117,4,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_032.png,32,,,AMBIGUOUS,2,27,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,27,TOP,True
IT,it_page_033.png,33,,28,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_034.png,34,,,AMBIGUOUS,2,29,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,29,TOP,True
IT,it_page_035.png,35,,30,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_036.png,36,,,AMBIGUOUS,2,31,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,31,TOP,True
IT,it_page_037.png,37,,32,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_038.png,38,,,AMBIGUOUS,3,33,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,33,TOP,True
IT,it_page_039.png,39,,,AMBIGUOUS,2,34,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,34,TOP,True
IT,it_page_040.png,40,,35,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_041.png,41,,,AMBIGUOUS,2,36,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,36,TOP,True
IT,it_page_042.png,42,,37,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_043.png,43,,,AMBIGUOUS,2,38,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_032_045,5,STRONG,,VISUALLY_RESOLVED,False,38,TOP,True
IT,it_page_044.png,44,,39,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_045.png,45,,40,DIRECT_DETECTED,1,,,NOT_APPLICABLE,DETECTOR,5,IT_032_045,5,STRONG,,DIRECT_DETECTED,False,,,True
IT,it_page_328.png,328,,,AMBIGUOUS,2,323,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,323,TOP,True
IT,it_page_329.png,329,,,AMBIGUOUS,2,324,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,324,TOP,True
IT,it_page_330.png,330,,,AMBIGUOUS,2,325,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,325,TOP,True
IT,it_page_331.png,331,,,AMBIGUOUS,2,326,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,326,TOP,True
IT,it_page_332.png,332,,,AMBIGUOUS,2,327,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,327,TOP,True
IT,it_page_333.png,333,,,AMBIGUOUS,2,328,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,328,TOP,True
IT,it_page_334.png,334,,,AMBIGUOUS,2,329,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,329,TOP,True
IT,it_page_335.png,335,,,AMBIGUOUS,2,330,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,330,TOP,True
IT,it_page_336.png,336,,,AMBIGUOUS,2,331,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,331,TOP,True
IT,it_page_337.png,337,,,AMBIGUOUS,2,332,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,332,TOP,True
IT,it_page_338.png,338,,,AMBIGUOUS,2,333,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,333,TOP,True
IT,it_page_339.png,339,,,AMBIGUOUS,2,334,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,334,TOP,True
IT,it_page_340.png,340,,,AMBIGUOUS,2,335,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,335,TOP,True
IT,it_page_341.png,341,,,AMBIGUOUS,2,336,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,336,TOP,True
IT,it_page_342.png,342,,,AMBIGUOUS,2,337,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,337,TOP,True
IT,it_page_343.png,343,,,AMBIGUOUS,2,338,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,338,TOP,True
IT,it_page_344.png,344,,,AMBIGUOUS,2,339,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,339,TOP,True
IT,it_page_345.png,345,,,AMBIGUOUS,2,340,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,340,TOP,True
IT,it_page_346.png,346,,,AMBIGUOUS,2,341,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,341,TOP,True
IT,it_page_347.png,347,,,AMBIGUOUS,2,342,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,342,TOP,True
IT,it_page_348.png,348,,,AMBIGUOUS,2,343,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,343,TOP,True
IT,it_page_349.png,349,,,AMBIGUOUS,2,344,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,344,TOP,True
IT,it_page_350.png,350,,,AMBIGUOUS,2,345,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,345,TOP,True
IT,it_page_351.png,351,,,AMBIGUOUS,2,346,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,346,TOP,True
IT,it_page_352.png,352,,,AMBIGUOUS,2,347,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,347,TOP,True
IT,it_page_353.png,353,,,AMBIGUOUS,2,348,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,348,TOP,True
IT,it_page_354.png,354,,,AMBIGUOUS,2,349,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,349,TOP,True
IT,it_page_355.png,355,,,AMBIGUOUS,2,350,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,350,TOP,True
IT,it_page_356.png,356,,,AMBIGUOUS,2,351,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,351,TOP,True
IT,it_page_357.png,357,,,AMBIGUOUS,2,352,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,352,TOP,True
IT,it_page_358.png,358,,,AMBIGUOUS,2,353,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,353,TOP,True
IT,it_page_359.png,359,,,AMBIGUOUS,2,354,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,354,TOP,True
IT,it_page_360.png,360,,,AMBIGUOUS,2,355,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,355,TOP,True
IT,it_page_361.png,361,,,AMBIGUOUS,2,356,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,356,TOP,True
IT,it_page_362.png,362,,,AMBIGUOUS,2,357,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,357,TOP,True
IT,it_page_363.png,363,,,AMBIGUOUS,2,358,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,358,TOP,True
IT,it_page_364.png,364,,,AMBIGUOUS,2,359,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,359,TOP,True
IT,it_page_365.png,365,,,AMBIGUOUS,2,360,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,360,TOP,True
IT,it_page_366.png,366,,,AMBIGUOUS,2,361,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,361,TOP,True
IT,it_page_367.png,367,,,AMBIGUOUS,2,362,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,362,TOP,True
IT,it_page_368.png,368,,,AMBIGUOUS,2,363,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,363,TOP,True
IT,it_page_369.png,369,,,AMBIGUOUS,2,364,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,364,TOP,True
IT,it_page_370.png,370,,,AMBIGUOUS,2,365,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,365,TOP,True
IT,it_page_371.png,371,,,AMBIGUOUS,2,366,TOP,EDGE_AMBIGUOUS,EDGE_VISUAL,5,IT_328_371,5,STRONG,,VISUALLY_RESOLVED,False,366,TOP,True
